date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:19:53	114816/114816	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%22aa2adc73b14e94f0715bf0ee10364cbf-ssl-df%22	https://watson-vcard.netlify.com/fonts/fa-brands-400.ttf	C:/Users/ridoan.anik/Desktop/SomeOne%20Resume/My%20Portfolio/watson-vcard.netlify.com/fonts/fa-brands-400.ttf	(from https://watson-vcard.netlify.com/css/plugins/font-awesome.css)
18:19:53	14952/14952	---M--	200	added ('OK')	font/woff2	etag:%222397b8c99b70fa20a79ea6b672c8ff9a-ssl%22	https://watson-vcard.netlify.com/fonts/fa-regular-400.woff2	C:/Users/ridoan.anik/Desktop/SomeOne%20Resume/My%20Portfolio/watson-vcard.netlify.com/fonts/fa-regular-400.woff2	(from https://watson-vcard.netlify.com/css/plugins/font-awesome.css)
18:19:54	40516/40516	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%22ab7b367d8b4f52bb2ef25ae8e76677ad-ssl-df%22	https://watson-vcard.netlify.com/fonts/fa-regular-400.ttf	C:/Users/ridoan.anik/Desktop/SomeOne%20Resume/My%20Portfolio/watson-vcard.netlify.com/fonts/fa-regular-400.ttf	(from https://watson-vcard.netlify.com/css/plugins/font-awesome.css)
18:19:54	18212/18212	---M-Z	200	added ('OK')	application/font-woff	etag:%227b77e87a11733acac91fc1936e7291a0-ssl-df%22	https://watson-vcard.netlify.com/fonts/fa-regular-400.woff	C:/Users/ridoan.anik/Desktop/SomeOne%20Resume/My%20Portfolio/watson-vcard.netlify.com/fonts/fa-regular-400.woff	(from https://watson-vcard.netlify.com/css/plugins/font-awesome.css)
18:19:57	141551/141551	---M-Z	200	added ('OK')	image/svg+xml	etag:%22d982dc5bbe117ded5304b8165fdbf4f8-ssl-df%22	https://watson-vcard.netlify.com/fonts/fa-regular-400.svg	C:/Users/ridoan.anik/Desktop/SomeOne%20Resume/My%20Portfolio/watson-vcard.netlify.com/fonts/fa-regular-400.svg	(from https://watson-vcard.netlify.com/css/plugins/font-awesome.css)
18:19:58	160768/160768	---M-Z	200	added ('OK')	application/octet-stream	etag:%22a68930ce961c3d224ac504888919d5f9-ssl-df%22	https://watson-vcard.netlify.com/fonts/fa-solid-900.eot	C:/Users/ridoan.anik/Desktop/SomeOne%20Resume/My%20Portfolio/watson-vcard.netlify.com/fonts/fa-solid-900.eot	(from https://watson-vcard.netlify.com/css/plugins/font-awesome.css)
18:19:58	622420/622420	---M-Z	200	added ('OK')	image/svg+xml	etag:%2230849463ef8f7a5cceeb81521a88bac1-ssl-df%22	https://watson-vcard.netlify.com/fonts/fa-brands-400.svg	C:/Users/ridoan.anik/Desktop/SomeOne%20Resume/My%20Portfolio/watson-vcard.netlify.com/fonts/fa-brands-400.svg	(from https://watson-vcard.netlify.com/css/plugins/font-awesome.css)
18:20:00	59572/59572	---M--	200	added ('OK')	font/woff2	etag:%2239fa852ccf4fd2ccb482bc12175ee6d4-ssl%22	https://watson-vcard.netlify.com/fonts/fa-solid-900.woff2	C:/Users/ridoan.anik/Desktop/SomeOne%20Resume/My%20Portfolio/watson-vcard.netlify.com/fonts/fa-solid-900.woff2	(from https://watson-vcard.netlify.com/css/plugins/font-awesome.css)
18:20:01	160768/160768	---M-Z	200	added ('OK')	application/octet-stream	etag:%22a68930ce961c3d224ac504888919d5f9-ssl-df%22	https://watson-vcard.netlify.com/fonts/fa-solid-900.eot?	C:/Users/ridoan.anik/Desktop/SomeOne%20Resume/My%20Portfolio/watson-vcard.netlify.com/fonts/fa-solid-900d41d.eot	(from https://watson-vcard.netlify.com/css/plugins/font-awesome.css)
18:20:03	160548/160548	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%2234bec5939121f926c5488f46852debf9-ssl-df%22	https://watson-vcard.netlify.com/fonts/fa-solid-900.ttf	C:/Users/ridoan.anik/Desktop/SomeOne%20Resume/My%20Portfolio/watson-vcard.netlify.com/fonts/fa-solid-900.ttf	(from https://watson-vcard.netlify.com/css/plugins/font-awesome.css)
18:20:03	76632/76632	---M-Z	200	added ('OK')	application/font-woff	etag:%22fbfa28beb9a6b4e74a9f5791979838cc-ssl-df%22	https://watson-vcard.netlify.com/fonts/fa-solid-900.woff	C:/Users/ridoan.anik/Desktop/SomeOne%20Resume/My%20Portfolio/watson-vcard.netlify.com/fonts/fa-solid-900.woff	(from https://watson-vcard.netlify.com/css/plugins/font-awesome.css)
18:20:05	55820/55820	---M-Z	200	added ('OK')	application/octet-stream	etag:%2294b7ce6be525cc6165c7a80a29c1114b-ssl-df%22	https://watson-vcard.netlify.com/fonts/Linearicons-Free.eot?	C:/Users/ridoan.anik/Desktop/SomeOne%20Resume/My%20Portfolio/watson-vcard.netlify.com/fonts/Linearicons-Freed41d.eot	(from https://watson-vcard.netlify.com/css/plugins/linear-icons.css)
18:20:05	55820/55820	---M-Z	200	added ('OK')	application/octet-stream	etag:%2294b7ce6be525cc6165c7a80a29c1114b-ssl-df%22	https://watson-vcard.netlify.com/fonts/Linearicons-Free.eot?w118d	C:/Users/ridoan.anik/Desktop/SomeOne%20Resume/My%20Portfolio/watson-vcard.netlify.com/fonts/Linearicons-Free54e9.eot	(from https://watson-vcard.netlify.com/css/plugins/linear-icons.css)
18:20:07	55696/55696	---M-Z	200	added ('OK')	application/font-woff	etag:%2254bbc99000479db0b702fe2e91f79795-ssl-df%22	https://watson-vcard.netlify.com/fonts/Linearicons-Free.woff?w118d	C:/Users/ridoan.anik/Desktop/SomeOne%20Resume/My%20Portfolio/watson-vcard.netlify.com/fonts/Linearicons-Free54e9.woff	(from https://watson-vcard.netlify.com/css/plugins/linear-icons.css)
18:20:07	21780/21780	---M--	200	added ('OK')	font/woff2	etag:%22c20ce2963a765622e5788ee5698ede04-ssl%22	https://watson-vcard.netlify.com/fonts/Linearicons-Free.woff2?w118d	C:/Users/ridoan.anik/Desktop/SomeOne%20Resume/My%20Portfolio/watson-vcard.netlify.com/fonts/Linearicons-Free54e9.woff2	(from https://watson-vcard.netlify.com/css/plugins/linear-icons.css)
18:20:08	55620/55620	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%2262cc18a67e2858bf22318612c249b193-ssl-df%22	https://watson-vcard.netlify.com/fonts/Linearicons-Free.ttf?w118d	C:/Users/ridoan.anik/Desktop/SomeOne%20Resume/My%20Portfolio/watson-vcard.netlify.com/fonts/Linearicons-Free54e9.ttf	(from https://watson-vcard.netlify.com/css/plugins/linear-icons.css)
18:20:08	592839/592839	---M-Z	200	added ('OK')	image/svg+xml	etag:%227394b530355d8cf5fb396a5fcb732118-ssl-df%22	https://watson-vcard.netlify.com/fonts/fa-solid-900.svg	C:/Users/ridoan.anik/Desktop/SomeOne%20Resume/My%20Portfolio/watson-vcard.netlify.com/fonts/fa-solid-900.svg	(from https://watson-vcard.netlify.com/css/plugins/font-awesome.css)
18:20:08	630885/630885	---M--	200	added ('OK')	image/jpeg	etag:%22def6e895bde80649657bbe020983ec25-ssl%22	https://watson-vcard.netlify.com/img/blog/blog-page-img.jpg	C:/Users/ridoan.anik/Desktop/SomeOne%20Resume/My%20Portfolio/watson-vcard.netlify.com/img/blog/blog-page-img.jpg	(from https://watson-vcard.netlify.com/blog-dark.html)
18:20:08	2785/2785	---MC-	404	error ('Not%20Found')	text/html	etag:1535465260-ssl	https://watson-vcard.netlify.com/css/plugins/owl.video.play.png	C:/Users/ridoan.anik/Desktop/SomeOne%20Resume/My%20Portfolio/watson-vcard.netlify.com/css/plugins/owl.video.play.png	(from https://watson-vcard.netlify.com/css/plugins/owl.carousel.min.css)
18:20:08	0/-1	---M--	500	error ('')			http://primary/resume	C:/Users/ridoan.anik/Desktop/SomeOne%20Resume/My%20Portfolio/primary/resume.html	(from )
18:20:10	205847/205847	---M-Z	200	added ('OK')	image/svg+xml	etag:%220c5d4d68f4555ff63bcba3cacb7e9870-ssl-df%22	https://watson-vcard.netlify.com/fonts/Linearicons-Free.svg?w118d	C:/Users/ridoan.anik/Desktop/SomeOne%20Resume/My%20Portfolio/watson-vcard.netlify.com/fonts/Linearicons-Free54e9.svg	(from https://watson-vcard.netlify.com/css/plugins/linear-icons.css)
